Date,ret_1d,ret_mean_3d,ret_mean_5d,ret_mean_10d,ret_mean_21d,ret_vol_10d,log_vol_chg_1d,target_next_log_ret
2018-03-23,-0.025752471505066765,-0.026903789703912235,-0.026561298593633254,-0.013534134612022197,-0.002943687523351639,0.019184851840599454,0.17078164230398407,-0.008733671481950589
2018-03-26,-0.008733671481950589,-0.022607532493865896,-0.01788900811873746,-0.013133600420610337,-0.0037472504359516564,0.019245013245692708,-0.07390810539756032,-0.029675810561878735
2018-03-27,-0.029675810561878735,-0.02138731784963203,-0.023824170231113207,-0.016357263312805105,-0.006179011392468887,0.01902263191426757,1.0170334674479147,0.003007518260451647
2018-03-28,0.003007518260451647,-0.011800654594459226,-0.018898177956604957,-0.016311939218385463,-0.005273875947367597,0.019073170738533905,-1.2889088959849015,0.02080317859010239
2018-03-29,0.02080317859010239,-0.0019550379037748997,-0.00807025133966841,-0.014486398319637517,-0.0029856445025145686,0.021762837681561887,0.4040360989847187,-0.0389854805950684
2018-04-02,-0.0389854805950684,-0.005058261248171454,-0.010716853157668738,-0.018639075875650994,-0.00471036972424616,0.022111850318285317,-0.0662969610778692,0.015174783744514364
2018-04-03,0.015174783744514364,-0.0010025060868172158,-0.005935162112375747,-0.011912085115556604,-0.0045646527209886305,0.021007806034742917,-0.13113304851186314,0.008995554548278717
2018-04-04,0.008995554548278717,-0.004938380767425106,0.0017991109096557433,-0.011012529660728732,-0.005750651652074662,0.021753903491071914,0.1285100961883927,0.0
2018-04-05,0.0,0.008056779430931027,0.001197607257565414,-0.00885028534951977,-0.0068711504810147,0.021656519150283448,-0.734023893145384,-0.01201214526726102
2018-04-06,-0.01201214526726102,-0.001005530239660768,-0.005365457513907268,-0.006717854426787839,-0.008054452436347075,0.019961061143291544,0.4449547060342507,-0.01215819302553206
2018-04-09,-0.01215819302553206,-0.008056779430931027,0.0,-0.005358426578834369,-0.008022118971147704,0.018958421915427855,-0.27548325722159284,0.04192233738942347
2018-04-10,0.04192233738942347,0.00591733303221013,0.005349510728981821,-0.0002928256916969629,-0.007000155929482961,0.024042256996793514,0.12536689885514107,0.011661928398920218
2018-04-11,0.011661928398920218,0.013808690920937209,0.005882785499110121,0.0038409482043829323,-0.005838206320197751,0.021885933008176435,-0.15268034081893944,0.017241789896118354
2018-04-12,0.017241789896118354,0.023608685228154014,0.009331143478333793,0.005264375367949603,-0.0051391124375287315,0.022284955254912822,0.6133022381396991,-0.011461432556962858
2018-04-13,-0.011461432556962858,0.0058140952460252375,0.009441286020393425,0.0020379142532430785,-0.00580652719339626,0.022120304419088573,-1.2473151101247684,0.01997211416591127
2018-04-16,0.01997211416591127,0.008584157168355588,0.01586734745868209,0.007933673729341045,-0.004976796499906339,0.01730410231375925,0.6979826000614189,0.033336454494580336
2018-04-17,0.033336454494580336,0.013949045367842916,0.014150170879713464,0.009749840804347643,-0.003510360331834246,0.01901686555513004,0.5805455036455598,-0.016529351893171618
2018-04-18,-0.016529351893171618,0.012259738922439997,0.008511914821295097,0.007197350160202609,-0.0018167521431076774,0.02076226683211049,-0.8362160799114555,-0.013986228915819021
2018-04-19,-0.013986228915819021,0.0009402912285298992,0.002266311058907622,0.005798727268620707,-0.002482763043860964,0.021748630172145254,0.08361157770264072,-0.017045851108364762
2018-04-20,-0.017045851108364762,-0.015853810639118466,0.001149427348627241,0.005295356684510333,-0.002264830091302638,0.02225893076838561,-0.27527224825191254,-0.0028694396796571375
2018-04-23,-0.0028694396796571375,-0.011300506567946974,-0.0034188834204864405,0.006224232019097825,-0.000814019862020581,0.021634718494127812,-0.11163540120781335,0.00858373549348379
2018-04-24,0.00858373549348379,-0.0037771850981793698,-0.00836942722070575,0.002890371829503857,0.0008210376141008739,0.017740774412693033,0.9964432523170306,0.0028449494306480583
2018-04-25,0.0028449494306480583,0.002853081748158237,-0.004494566955941815,0.002008673932676641,0.0013724005147008095,0.01747348352215031,-0.9951462352739853,0.005665732178300353
2018-04-26,0.005665732178300353,0.005698139034144067,-0.0005641747371179396,0.0008510681608948411,0.0030553311213760044,0.016719348005022082,-0.15913174047789802,0.022347277854463887
2018-04-27,0.022347277854463887,0.0102859864878041,0.00731445105544779,0.004231939202037516,0.003976272054424206,0.017359006137422334,0.7219827301998318,-0.022347277854463887
2018-04-30,-0.022347277854463887,0.0018885773927667844,0.0034188834204864405,0.0,0.0019214884142067644,0.018231914704280497,-0.13876576098777882,0.03060047735276128
2018-05-01,0.03060047735276128,0.010200159117587093,0.007822231792341938,-0.0002735977141819057,0.005235105459341511,0.017688495579874033,0.46207362680711306,-0.016575015130545823
2018-05-02,-0.016575015130545823,-0.00277393854408281,0.003938238880103162,-0.0002781640379193262,0.0037232102748148356,0.01769316358953579,0.01379698192530121,0.005555564693543458
2018-05-03,0.005555564693543458,0.0065270089719196385,0.003916205383151783,0.0016760153230169217,0.0035594012341131566,0.01707944026770579,0.6286613589559948,0.1632112396508646
2018-05-04,0.1632112396508646,0.05073059640462074,0.03208899774243192,0.019701724398939857,0.01133136502701147,0.05283015138451678,0.5932523081069458,0.08130890303414107
2018-05-07,0.08130890303414107,0.08335856912618304,0.05282023392015291,0.028119558670319678,0.01577522446993538,0.055474330130772215,-0.2801786529892567,0.040388071679807735
2018-05-08,0.040388071679807735,0.09496940478827114,0.054777752785562205,0.03129999228895207,0.018277427551142037,0.05514055593094517,-0.44572211635282954,0.0
2018-05-09,0.0,0.040565658237982936,0.05809275581167137,0.031015497345887266,0.0162811257706933,0.055310757296948496,0.01053481411038426,-0.008368241322527559
2018-05-10,-0.008368241322527559,0.010673276785760058,0.055307994608457166,0.029612099995804476,0.015327308164910073,0.05619637383624347,-0.1178227315855711,-0.01694964307797342
2018-05-11,-0.01694964307797342,-0.008439294800166993,0.019275818062689565,0.025682407902560746,0.013699144689953322,0.058102481653761896,-0.46679335361548624,0.00851068189676818
2018-05-14,0.00851068189676818,-0.005602400834577599,0.004716173835214987,0.028768203877683952,0.014650197759178609,0.05605144607216783,0.18634952101257696,0.0063358629000083155
2018-05-15,0.0063358629000083155,-0.0007010327603989749,-0.0020942679207448965,0.026341742432408655,0.014000852460802278,0.056486829345164274,0.12477359941063249,0.006295972349773971
2018-05-16,0.006295972349773971,0.007047505715516822,-0.0008350734507901025,0.028628841180440633,0.012713210453906736,0.054999528903925225,-0.22100640853721742,0.0020898130626226807
2018-05-17,0.0020898130626226807,0.004907216104134989,0.0012565374262399453,0.028282266017348557,0.013599837356563607,0.05517172826633035,-0.33777482896378785,-0.012605196922655382
2018-05-18,-0.012605196922655382,-0.0014064705034195768,0.002125426657303553,0.010700622359996559,0.013665600784809495,0.02938270686036495,0.20070387341208829,0.008421094365324344
2018-05-21,0.008421094365324344,-0.000698096498236119,0.0021075091510147858,0.0034118414931148867,0.014878312474032786,0.015841208023677292,0.2622034687580932,-0.006309213481938691
2018-05-22,-0.006309213481938691,-0.0034977720130899095,-0.0004215061253746155,-0.001257887023059756,0.014714513721543188,0.009235730806106209,-0.6814992242696718,0.0
2018-05-23,0.0,0.0007039602944618842,-0.0016807005953294097,-0.001257887023059756,0.014305764412329674,0.009235730806106209,0.9155638555928327,0.0
2018-05-24,0.0,-0.0021030711606462305,-0.0020986632078539456,-0.0004210628908070002,0.014170290629917861,0.008892636822558744,-0.40446578937862476,0.0
2018-05-25,0.0,0.0,0.0004223761766771306,0.0012739014169903418,0.013900493859522607,0.006749199111571224,0.14150145397565517,0.01257887023059756
2018-05-29,0.01257887023059756,0.0041929567435325206,0.001253931349731774,0.00168072025037328,0.01343533159171945,0.007331374816960714,-0.20649408710504424,0.014477955945062071
2018-05-30,0.014477955945062071,0.009018942058553211,0.0054113652351319265,0.0024949295548786555,0.015188914153601638,0.008294650423163822,-0.09252336889714563,-0.010319949918434546
2018-05-31,-0.010319949918434546,0.005578958752408362,0.0033473752514450172,0.0008333373280578038,0.013240322378782789,0.009076069591617962,0.1857171457950919,0.012371279639161514
2018-06-01,0.012371279639161514,0.005509761888596347,0.00582163117927732,0.0018614839857116871,0.014618717367816472,0.009788598123970494,0.26930718604156745,0.0061286674134019
2018-06-04,0.0061286674134019,0.0027266657113762896,0.0070473646619577,0.0037348704193174154,0.014646007973524016,0.008407523811036093,-0.3727274947233461,0.02414611509358322
2018-06-05,0.02414611509358322,0.014215354048715545,0.009360813634554831,0.005307372492143303,0.008023859185082046,0.010573072171472249,0.21269265467025456,0.02357670737054407
2018-06-06,0.02357670737054407,0.017950496625843065,0.011180563919651231,0.008295964577391578,0.005274707010625046,0.011133609761908974,-0.14815413353268347,-0.005842316493918198
2018-06-07,-0.005842316493918198,0.013960168656736363,0.012076090604554501,0.007711732927999759,0.003073259954733335,0.011753345122676935,0.07885596514212345,0.023167037953535807
2018-06-08,0.023167037953535807,0.013633809610053893,0.01423524226742936,0.01002843672335334,0.00417645223823504,0.012333308820157126,-0.08023356558040362,0.013270369824656236
2018-06-11,0.013270369824656236,0.010198363761424615,0.015663582749680226,0.011355473705818964,0.0052068622928628395,0.0118383786130393,-0.08393318093317959,0.01680714675299766
2018-06-12,0.01680714675299766,0.017748184843729902,0.014195789081563114,0.011778301358058973,0.006814328475290034,0.011961796044038162,0.2506478726821566,-0.009302428148637132
2018-06-13,-0.009302428148637132,0.0069250294763389215,0.007619961977726875,0.009400262948689054,0.005966085139794543,0.013615022080503898,-0.056403670931295835,-0.020775088429016764
2018-06-14,-0.020775088429016764,-0.004423456608218745,0.004633407590707161,0.008354749097630832,0.004675087457460016,0.01556011096571857,-0.08177259813334992,-0.01732472145961761
2018-06-15,-0.01732472145961761,-0.015800746012423834,-0.003464944291923522,0.005385148987752919,0.0035502925141556543,0.017429766753628208,-0.1026251866050174,-0.009756212162808975
2018-06-18,-0.009756212162808975,-0.015952007350481117,-0.008070260689416565,0.0037966610301318317,0.002986196074849385,0.018066685054419742,0.17969538775494875,-0.00985223997423601
2018-06-19,-0.00985223997423601,-0.012311057865554198,-0.013402138034863297,0.0003968255233499085,0.0031172892628693553,0.016977924827110406,-0.194049701206632,0.0
2018-06-20,0.0,-0.006536150712348328,-0.011541652405135872,-0.0019608452137044987,0.0027162847692824817,0.014912760449127607,-0.3311850337252942,-0.00795232027477799
2018-06-21,-0.00795232027477799,-0.005934853416338,-0.008977098774288117,-0.0021718455917904777,0.0026380415886710865,0.014988516198263253,0.42127900403596286,-0.006006065915190706
2018-06-22,-0.006006065915190706,-0.0046527953966562325,-0.006713367665402736,-0.005089155978663129,0.0023520384498524815,0.012062042335182514,0.4551330801726543,-0.03265593118967702
2018-06-25,-0.03265593118967702,-0.01553810579321524,-0.011293311470776345,-0.009681786080096455,0.0007969941074869089,0.01300157333636341,-0.5567388407438205,0.006204721609101793
2018-06-26,0.006204721609101793,-0.010819091831921979,-0.008081919154108785,-0.010742028594486041,0.0010924570412536609,0.010856869842624049,-0.6732370206006149,-0.018730968958256877
2018-06-27,-0.018730968958256877,-0.015060726179610703,-0.011828112945760161,-0.011684882675448016,-0.00039848768202512187,0.011124075919321458,0.7553869145564143,-0.0021030982811969245
2018-06-28,-0.0021030982811969245,-0.004876448543450669,-0.010658268547043947,-0.009817683660666033,-0.0011880616927993598,0.010995049469127858,0.5531396284574068,-0.00421941151025873
2018-06-29,-0.00421941151025873,-0.00835115958323751,-0.010300937666057552,-0.008507152665730145,-0.0008975598638386066,0.010779765690740432,-0.8786699817814991,0.037348704193174154
2018-07-02,0.037348704193174154,0.010342064800572833,0.0036999894105126828,-0.0037966610301318317,0.0002918413054000905,0.018028194829433273,0.5317478545196543,-0.018499947052563415
2018-07-03,-0.018499947052563415,0.004876448543450669,-0.0012409443218203587,-0.004661431737964572,-0.0008809498596458768,0.01855077290695859,-0.9281211116251882,0.008264501707599847
2018-07-05,0.008264501707599847,0.00903775294940353,0.004158149811350986,-0.0038349815672045874,-0.0016372171637403232,0.018961074716827116,0.5385149675216674,-0.0061920135158684
2018-07-06,-0.0061920135158684,-0.005475819620277322,0.0033403667644166914,-0.003658950891313628,-0.003054775301188536,0.0189267431116793,0.21569850846509908,0.012345824314587861
2018-07-09,0.012345824314587861,0.0048061041687731025,0.0066534139293860095,-0.0018237618683357715,-0.0021886733579263426,0.01955322973121503,-0.0785492582071683,0.006116269827894927
2018-07-10,0.006116269827894927,0.004090026875538129,0.00040692705633016413,0.0020534582334214234,-0.0030006146972425753,0.01634031217367252,-0.37935396410447986,-0.03727145859143932
2018-07-11,-0.03727145859143932,-0.006269788149652178,-0.0033473752514450172,-0.002294159786632688,-0.005407368431342364,0.02039403640659743,0.09811785595852385,0.010493316039269729
2018-07-12,0.010493316039269729,-0.006887290908091555,-0.0029016123851110407,0.0006282687131199727,-0.0057080270367579795,0.01986396918900197,-0.07099754973932981,0.002085554191327832
2018-07-13,0.002085554191327832,-0.008230862786947254,-0.0012460988436717945,0.0010471339603724482,-0.005165742163426314,0.01984412670408039,-0.04445176257083361,0.008298794604689186
2018-07-16,0.008298794604689186,0.006959221611762249,-0.0020555047856515296,0.00229895457186724,-0.0037812715427736504,0.019869809075582324,-0.19960288970132112,-0.010384348796017018
2018-07-17,-0.010384348796017018,0.0,-0.0053556285104339185,-0.002474350727051877,-0.003450777606411717,0.015838843305618522,0.15216670359464857,0.010384348796017018
2018-07-18,0.010384348796017018,0.0027662648682297286,0.004175532967057349,0.00041407885780616607,-0.002491703275039051,0.015212994359753117,-0.32662173741566747,0.0020639330310401327
2018-07-19,0.0020639330310401327,0.0006879776770133775,0.00248965636541143,-0.0002059780098498054,-0.0019242664652639966,0.014982081709643923,0.09276564916932983,-0.020834067239453802
2018-07-20,-0.020834067239453802,-0.0027952618041322173,-0.0020942679207448965,-0.0016701833822083457,-0.0029163649052379873,0.016290458767330224,0.006924436207604856,-0.0021075306268730776
2018-07-23,-0.0021075306268730776,-0.006959221611762249,-0.004175532967057349,-0.0031155188763544394,-0.0026380415886710865,0.015532275627795017,-0.13066030250988092,-0.002111880883385653
2018-07-24,-0.002111880883385653,-0.00835115958323751,-0.0025210393845310763,-0.003938333947482497,-0.0024526042062041793,0.015203345376478552,0.44529053807084296,-0.023530526213405345
2018-07-25,-0.023530526213405345,-0.009249979241221359,-0.009304014386415548,-0.0025642407096791,-0.002018061112096004,0.012175343356883117,-0.04860126513540308,0.004319657140621658
2018-07-26,0.004319657140621658,-0.007107583318723114,-0.008852869564499244,-0.0031816065995439067,-0.002107826086785534,0.011581727599319979,0.21881511383329055,-0.0440599481318833
2018-07-27,-0.0440599481318833,-0.02109027240155566,-0.013498045742985142,-0.00779615683186502,-0.0033139679521963163,0.017119134235751756,0.07370319578713413,-0.002254844024327074
2018-07-30,-0.002254844024327074,-0.013998378338529571,-0.013527508422475942,-0.008851520694766645,-0.0033211939399644184,0.016323478557280443,-0.049217887208836686,-0.0022598319566168312
2018-07-31,-0.0022598319566168312,-0.016191541370942402,-0.013557098637122178,-0.008039069010826627,-0.003227880627886233,0.01644047711843225,0.4729364356263517,-0.018265330079867192
2018-08-01,-0.018265330079867192,-0.007593335353603699,-0.012504059410414547,-0.010904036898415048,-0.005876167974221535,0.0153321639870523,0.36817190734045724,0.0
2018-08-02,0.0,-0.006841720678828008,-0.013367990838538879,-0.011110430201519061,-0.004995218114575658,0.015151021481397266,0.12978051348932773,-0.03278990339455412
2018-08-03,-0.03278990339455412,-0.01701841115814044,-0.011113981891073044,-0.012306013817029093,-0.006950189786106799,0.01642199509544414,-0.23132375757583645,0.0023781768790697155
2018-08-06,0.0023781768790697155,-0.010137242171828134,-0.010187377710393686,-0.011857443066434815,-0.0065420854815859365,0.016788691783028425,-0.18917327914536308,-0.038745728541853985
2018-08-07,-0.038745728541853985,-0.023052485019112796,-0.017484557027441117,-0.015520827832281647,-0.008975016569987929,0.01835011831686745,0.5296196071334904,-0.030077485345739507
2018-08-08,-0.030077485345739507,-0.022148345669507925,-0.01984698808061558,-0.016175523745515064,-0.01069852872111338,0.01877941048242521,-0.18608361154841901,0.02413389003495736
2018-08-09,0.02413389003495736,-0.014896441284212044,-0.015020210073624108,-0.014194100456081493,-0.007774464500808775,0.02195837562262234,-1.0564060935850303,-0.016529298003229442
2018-08-10,-0.016529298003229442,-0.0074909644380038625,-0.011768088995359171,-0.011441035443216108,-0.009061255645689688,0.019371293080216952,-0.2844353163529103,0.0075471983924702
2018-08-13,0.0075471983924702,0.0050505968080660395,-0.010734284692679074,-0.01046083120153638,-0.008801177350397194,0.020121248769113913,0.5198608578681103,-0.012610495459131732
2018-08-14,-0.012610495459131732,-0.007197531689963658,-0.005507238076134624,-0.01149589755178787,-0.009796857829626762,0.019917699868788108,0.026000196370027595,-0.0494248978504821
2018-08-15,-0.0494248978504821,-0.018162731639047875,-0.009376720577083142,-0.014611854328849361,-0.0116559315941251,0.02325253843516414,0.40848610108232464,0.0211089432901449
2018-08-16,0.0211089432901449,-0.013642150006489643,-0.009981709926045634,-0.01250095999983487,-0.011145236618214246,0.02556915511582928,0.20012210240039074,-0.015789786871825084
2018-08-17,-0.015789786871825084,-0.01470191381072076,-0.009833807699764763,-0.010800948347561967,-0.011995413756445925,0.024617766849658294,-0.09365963534562027,0.0052910126285313774
2018-08-20,0.0052910126285313774,0.003536723015617064,-0.010285044852552527,-0.010509664772615801,-0.010751362334160916,0.02480753336988977,-0.27092898381433095,-0.03217432617415095
2018-08-21,-0.03217432617415095,-0.014224366805814884,-0.01419781099555637,-0.009852524535845498,-0.01218311450307891,0.024051997677805866,1.2730147182591338,-0.15915864174036487
2018-08-22,-0.15915864174036487,-0.06201398509532815,-0.036144559773532925,-0.022760640175308034,-0.019661531686744588,0.05314922434047699,2.7336851575537686,0.09676129841058323
2018-08-23,0.09676129841058323,-0.03152388983464419,-0.02101408874944526,-0.015497899337745447,-0.013933349561792749,0.06410276751427373,-1.1215046996913607,-0.051171166547790026
2018-08-24,-0.051171166547790026,-0.037856169959190555,-0.02809036468463825,-0.018962086192201504,-0.0165757697374314,0.0650930919115995,0.6967558617045633,0.05175107188718725
2018-08-27,0.05175107188718725,0.032447067916660154,-0.018798352832907074,-0.0145416988427298,-0.012013340212713755,0.06850483019846385,-1.4524706665444143,0.12157611741649132
2018-08-28,0.12157611741649132,0.04071867425196285,0.011951735885221382,-0.0011230375551674943,-0.006116627763150975,0.08093888743562455,-0.5131511043833257,0.03381606573908891
2018-08-29,0.03381606573908891,0.06904775168092249,0.05054667738111214,0.007201058803789606,-0.004398727872879273,0.07969016175367147,-0.2349513365271143,0.024511006662390922
2018-08-30,0.024511006662390922,0.05996772993932372,0.036096619031473674,0.007541265141014208,-0.0023617594565812678,0.07976336151628607,-0.3424660136408022,-0.006802717374878808
2018-08-31,-0.006802717374878808,0.017174785008867006,0.04497030886605592,0.008439972090708837,-0.0026856983791945445,0.07952154122414871,-0.6311607201021605,-0.002929709945465153
2018-09-04,-0.002929709945465153,0.004926193114015653,0.03403415249952544,0.007617899833309183,-0.001263784405428403,0.0796001642683406,-0.6593108732243405,-0.03482941637740522
2018-09-05,-0.03482941637740522,-0.014853947899249728,0.0027530457407461293,0.007352390812983755,-0.003035574560498638,0.07975192356885061,-0.06011229643921112,0.01257877013503339
2018-09-06,0.01257877013503339,-0.008393452062612328,-0.0014944133800649738,0.02452613200052358,-0.0005915508139801917,0.054360260231017726,0.6040633902965808,0.011928535997734024
2018-09-07,0.011928535997734024,-0.0034407034148792683,-0.004010907512996353,0.01604285575923866,0.0014087359166614051,0.048093036493350526,0.37492223527599045,-0.010928988981293464
2018-09-10,-0.010928988981293464,0.004526105717157984,-0.004836161834279285,0.020067073515888316,-0.0002609249888743485,0.04328750623042915,0.24927129794339287,-0.012566184352675203
2018-09-11,-0.012566184352675203,-0.003855545778744881,-0.006763456715721294,0.013635347891902072,-7.22052912289085e-05,0.04283256365345603,-0.30303101183805836,0.0015163111158070786
2018-09-12,0.0015163111158070786,-0.007326287406053862,0.0005056887829211654,0.0016293672618336475,-0.0003593903996414381,0.01990500272145541,-1.8916472904959463,0.010050326220427563
2018-09-13,0.010050326220427563,-0.0003331823388135202,0.0,-0.0007472066900324869,0.0007196963470042426,0.016813784534984704,1.1306635380404888,0.004987536766390743
2018-09-14,0.004987536766390743,0.005518058034208462,-0.0013881998462686562,-0.0026995536796325047,0.0033107646620934256,0.014533958345033285,-0.29882663700484535,0.018240555808824332
2018-09-17,0.018240555808824332,0.011092806265214214,0.004445709111754903,-0.00019522636126219074,0.0031741747820305415,0.015846693263473956,0.04678121453934203,0.003900607298293557
2018-09-18,0.003900607298293557,0.009042899957836211,0.007739067441948655,0.0004878053631136803,0.004111812599655239,0.015862927836832904,0.2078907043049938,0.005822357819133761
2018-09-19,0.005822357819133761,0.009321173642083883,0.008600276782613991,0.004552982782767579,0.004137114751588685,0.009891561723192388,-1.3967437769942332,0.02531779644976684
2018-09-20,0.02531779644976684,0.011680253855731385,0.011653770828481846,0.005826885414240923,0.006874834876537152,0.011695786918422019,1.5710140005978595,-0.023867459674933422
2018-09-21,-0.023867459674933422,0.0024242315313223925,0.005882771540217014,0.0022472858469741786,0.013317272117748172,0.014710206375855557,-0.6062189740282182,-0.03891152168479739
2018-09-24,-0.03891152168479739,-0.012487061636654659,-0.005547643958507331,-0.000550967423376214,0.006856661637015762,0.01940687893511377,0.3389524937506643,0.06842343864691325
2018-09-25,0.06842343864691325,0.0018814857623941454,0.007356922311216607,0.007547994876582631,0.012551642836763537,0.02857118575991667,-0.06845753333830729,-0.015123192673223373
2018-09-26,-0.015123192673223373,0.004796241429630828,0.0031678122127451803,0.005884044497679586,0.009367154048172555,0.029433027799174755,0.05202601017895425,-0.021174954506491206
2018-09-27,-0.021174954506491206,0.010708430489066223,-0.0061307379785064285,0.002761516424987709,0.0025694839566019582,0.030576057875602733,-0.10949244804721303,0.002429009849042596
